Type,Entry Price,Exit Price,Profit Factor,Capital,Open Position Date,Close Position Date
Short,195.8305573632,188.8081228199,1.0371934980254982,10030.177986421953,2017-09-01 00:00:00+00:00,2017-09-05 00:00:00+00:00
Long,188.8081228199,200.5208500644,1.0620350812749328,17849.65613231739,2017-09-05 00:00:00+00:00,2017-09-21 00:00:00+00:00
Short,200.5208500644,200.2954385852,1.0011253949705106,10041.465898281198,2017-09-21 00:00:00+00:00,2017-09-22 00:00:00+00:00
Long,199.3504443071,203.529226344,1.0209619900844695,18223.820447174217,2017-09-26 00:00:00+00:00,2017-09-27 00:00:00+00:00
Short,203.529226344,208.340894457,0.9769048312596493,9809.556548959918,2017-09-27 00:00:00+00:00,2017-10-04 00:00:00+00:00
Short,213.3259560156,210.4996428537,1.0134266886327419,9941.266410368076,2017-10-05 00:00:00+00:00,2017-10-09 00:00:00+00:00
Long,210.4996428537,214.0368691422,1.0168039538715912,18530.052685332692,2017-10-09 00:00:00+00:00,2017-11-02 00:00:00+00:00
Short,214.0368691422,211.8867904178,1.010147299509141,10042.143418134243,2017-11-02 00:00:00+00:00,2017-11-03 00:00:00+00:00
Long,211.8867904178,209.9014354667,0.9906301145664378,18356.428214593252,2017-11-03 00:00:00+00:00,2017-11-29 00:00:00+00:00
Short,209.9014354667,215.9629742685,0.9719325091612052,9760.285649743897,2017-11-29 00:00:00+00:00,2017-12-05 00:00:00+00:00
Long,213.8931805313,224.0943068075,1.0476926204512969,19231.894378273326,2017-12-06 00:00:00+00:00,2017-12-12 00:00:00+00:00
Short,224.0943068075,222.2506249911,1.0082955079045282,9841.252176501801,2017-12-12 00:00:00+00:00,2017-12-13 00:00:00+00:00
Short,226.1293140953,223.0507133265,1.0138022457892506,9977.083557915876,2017-12-18 00:00:00+00:00,2017-12-19 00:00:00+00:00
Long,223.0507133265,233.9649618147,1.0489316905802664,20172.94348326336,2017-12-19 00:00:00+00:00,2018-01-25 00:00:00+00:00
Short,233.9649618147,233.1909633163,1.0033191616321346,10010.199110861911,2018-01-25 00:00:00+00:00,2018-01-26 00:00:00+00:00
Short,236.9652930724,233.8866923036,1.01316278723889,10141.961231977113,2018-01-29 00:00:00+00:00,2018-01-30 00:00:00+00:00
Long,233.8866923036,238.4261572438,1.0194088209786107,20564.47653194165,2018-01-30 00:00:00+00:00,2018-03-12 00:00:00+00:00
Short,238.4261572438,234.1962689468,1.0180612966894056,10325.1382028003,2018-03-12 00:00:00+00:00,2018-03-13 00:00:00+00:00
Long,234.1962689468,210.8228655737,0.9001973708709702,18512.08770739164,2018-03-13 00:00:00+00:00,2018-05-09 00:00:00+00:00
Short,210.8228655737,211.8607144549,0.9951012679067457,10274.558116918957,2018-05-09 00:00:00+00:00,2018-05-11 00:00:00+00:00
Long,210.6746014479,206.4390089865,0.9798950968351662,18139.903976655623,2018-05-15 00:00:00+00:00,2018-07-24 00:00:00+00:00
Short,206.4390089865,207.7955481756,0.9934717600977975,10207.483336642588,2018-07-24 00:00:00+00:00,2018-07-31 00:00:00+00:00
Long,207.7955481756,208.8632757955,1.0051383565686292,18233.113271408372,2018-07-31 00:00:00+00:00,2018-08-21 00:00:00+00:00
Short,208.8632757955,206.8415948104,1.0097740543286429,10307.25183333365,2018-08-21 00:00:00+00:00,2018-08-23 00:00:00+00:00
Long,206.8415948104,206.8597221214,1.0000876386155144,18234.711196211996,2018-08-23 00:00:00+00:00,2018-09-19 00:00:00+00:00
Short,206.8597221214,206.6489812549,1.0010198011392084,10317.763180495393,2018-09-19 00:00:00+00:00,2018-09-21 00:00:00+00:00
Long,204.5064491131,200.4496874347,0.9801631601546392,17872.99215058633,2018-09-24 00:00:00+00:00,2018-10-17 00:00:00+00:00
Long,194.5840666529,199.2993935389,1.024232851985827,18306.105723915338,2018-10-22 00:00:00+00:00,2018-11-01 00:00:00+00:00
Short,199.2993935389,200.8360456898,0.9923487233299075,10238.819119784928,2018-11-01 00:00:00+00:00,2018-11-05 00:00:00+00:00
Short,203.4088404339,195.5060579435,1.0404221872893773,10652.694583866933,2018-11-08 00:00:00+00:00,2018-11-09 00:00:00+00:00
Long,195.5060579435,157.5760165029,0.8059904545179795,14754.54647287271,2018-11-09 00:00:00+00:00,2019-01-14 00:00:00+00:00
Short,157.5760165029,174.2928991847,0.9040874140025352,9630.967098487068,2019-01-14 00:00:00+00:00,2019-01-22 00:00:00+00:00
